x,y
1.7574519191320437,1.849472886924639
2.443368213422455,1.8445189345179058
1.5564434028897718,1.7840467374815874
2.1084908075142903,1.8064640736184627
1.9892521882670144,2.4693930967442017
2.4737638446522174,2.230230418745873
2.2746206353106224,2.0986253328979054
1.8194880163311808,2.555683455352681
2.0275282329606505,1.4037293256197323
2.2467634736309567,1.6337469050086932
1.9783969635258998,2.301059869367607
1.6547019267733092,2.1127094055037015
1.856247728646413,1.944302307000855
1.7482347430332084,1.9072362872446356
2.108418681652524,2.4614109699397906
2.1943065614302077,2.4569089569224074
2.07258868146981,1.4260159266026606
2.0972251908184383,1.884475315875105
2.221539973998623,2.051410484356991
1.9959508325786197,1.68268672131323
1.6015441853304708,2.059058370760737
1.6680995077981915,1.6411380127757988
1.965305515283528,1.9096688913232134
1.8198083930243585,1.912491875062017
1.8618083687120637,2.317136667865675
2.020258461406377,1.572575544135963
1.7275927773436368,1.5763088895994126
2.0626590785014267,1.4120989628360674
1.9340984336487463,2.107133771453524
1.8591576842195143,2.1627680130757896
1.8410719388698884,2.1539802299340067
1.6961506638996728,2.094274199778582
1.2140764687730767,2.246570751312567
1.48252465024609,1.8313137412277083
1.8609746921562613,1.860281073928923
1.9297539875829992,1.929758912915246
1.8366851826424453,2.0332767769129596
1.7969233999082124,2.1835028866522603
2.14901424590337,1.9585207096486446
2.2437577467182592,2.4068720085712467
2.0261141204714512,1.9102977948602398
2.1030854868705386,1.4710879533911798
2.3092998567487855,2.2793840357348594
2.439694630676466,1.9322671098540394
2.099379029421069,2.2926635381367078
7.181172347562991,8.55972679452247
7.871557821158964,8.202347496864185
7.256662840263956,7.933367982432467
7.8614248428045395,8.182127863822899
8.044350592054982,7.722090942395603
7.845336745794641,8.663619491916798
8.505144617807062,7.824314057252947
7.762017731946629,7.767492184988634
8.00561621487885,7.935668125533686
7.436848731841369,8.323139765453961
7.956807775462827,8.222242793700728
8.157962654380071,8.33488200905892
8.102959970137878,7.6366074268877355
8.34322933842865,7.834796007074109
8.199275433794913,8.804079699028794
8.02177782534583,8.353672726078047
8.774054514960136,7.752622938006245
7.892329773624407,7.480309939995688
7.99041037189214,7.615412379984583
7.944686542143596,8.074871434133598
7.728397151519124,8.611594053838385
7.405582967255845,8.205651506269422
8.835623828481586,7.594916298079889
7.749406380349207,8.123172405150214
7.962973524413363,7.910507167546722
8.488486385301387,8.40599540671308
7.8846239268933305,7.572914773857877
8.892143859532775,7.84035371258979
7.581264405513977,7.644152964535919
7.848598757576471,7.786033760489771
7.7376423415264535,8.37005954134275
7.480335462299658,8.404466746884305
7.568959640977455,7.681290494792235
8.197164339249497,7.950274641541806
8.333156864839733,8.389647831356163
8.177944863630925,8.036111812996419
7.332534917194547,7.655165801996075
8.33125199293988,8.906517083284076
8.340716345777228,8.383469374909373
8.00208227397422,8.27661276305701
1.5665657154576302,8.231183251359205
2.4686066821451593,7.83328298199279
2.076518180498889,7.515108812831133
1.9290096679468092,7.716513635867252
2.734332000003183,7.0137334794183115
2.7557221043173445,7.617384015491906
1.361843013950833,6.981029427834933
2.3318977616903367,7.065637372258348
2.2653231071177626,7.615883474111422
1.9340139768367293,7.837011745830177
2.4668970104925654,7.668710698666412
2.2118459123434615,7.680397641357093
2.5797548915264388,7.129752217171768
1.785697830218361,7.631923092618828
1.619113792612057,6.470957725215979
2.1915326930690133,5.655786710844141
1.8689664369585912,7.103309065922071
2.2102113906746323,8.221057249429322
1.893460173859514,6.624671572337527
2.8591874085946403,8.116304617091789
2.7095745591669167,7.854713029275304
2.5292939742641587,7.55419771217432
2.049631169646476,8.289814394827092
1.1454143521353106,7.6326107013627045
2.9953989103247878,6.774111868911465
2.836845202010597,7.38091390698979
3.7051733121459582,8.323062544649467
3.4568100193625253,7.51116779210907
2.7592643045128895,8.022175158234678
2.1798691011288387,7.2984153945399814
2.812245921814216,7.9951334334713575
1.9219577835102624,7.391807120711867
3.1363661536605263,7.4297086929524125
2.078079093002171,6.457564393777005
3.6152702149075324,7.552552785759482
3.1677878969333673,7.488410972275069
2.9504849547922736,6.3816281133278085
2.465681502213518,8.238610712386283
2.777924531229516,6.4085436113010354
2.4995154409603275,7.1168818598553285
2.372248521925435,6.653100513956886
2.504165182814506,6.448014162195626
3.1946031598355873,7.519057870013368
3.2849077024683764,7.96550262753598
2.751106590632432,7.358799697703757
2.0843244151855744,8.521055746965951
3.2476840171860584,6.537050555244844
1.7899545063342734,7.863267552416319
3.135158731981213,8.367202538495874
2.2629045577944673,7.022760489622753
7.37208464782931,3.151610402607833
6.689677167400367,2.9410596278419394
7.364426845515618,2.3847514579328744
7.116295614902029,2.320568346621924
7.130799077476853,2.6727604336837594
7.239081641104699,2.3339466175046386
7.649489789562797,2.4974910811861957
7.154767477991201,2.6829476848957903
7.395674372854624,3.2031252750463834
7.716739961108705,3.0143080491367007
7.450039332294472,2.1073681691855572
7.282669952165214,2.387634502228956
7.391826242289755,2.136674723215039
8.499127390027256,3.45858618629215
6.17606999275357,3.030190733458696
6.537086187330664,2.2277214377165873
8.736449265250032,1.5901554869229164
7.491373410844207,2.642777781439332
7.822215441254391,2.704506357300796
7.257848105216325,2.266553144991572
6.46420545713605,2.621710587535098
7.433171229925278,1.6492197499439922
7.308171585216783,1.9333964719418955
7.030196405739642,2.0372628165461415
7.82853350666655,2.901547504430016
7.969758814953326,1.6254973138400246
7.139362738291487,2.4192145141475434
6.652248236984382,3.4186649012043784
8.121116817473212,1.7628580606330988
6.945269554872287,2.513884302230921
7.166180814553195,1.7334030302042263
6.9879354926018715,3.1110423328313557
7.453119392274604,2.7370790556104008
7.930740659867201,1.572081395374921
7.6593245015178,2.019682445903275
7.705563352485255,2.3752012323458884
6.844696551117438,3.333017631227146
8.006521021610581,3.1690754337721145
7.195257584573978,2.69486650699595
7.6120434666460115,3.1616675105821157
7.546372187687866,2.5901636578381515
7.625444893668297,2.8184742918265435
7.225249774078775,2.8702209305113335
7.362887184457946,3.469920716900002
7.387793952245851,2.1879110870308693
7.514506125067259,2.643176935782458
7.466737216914017,2.1757486835397737
6.800602039904328,1.0717167533586422
7.047883724040738,2.4712800135941593
7.530826942801092,2.5582244115838044
6.7234134744770335,2.3511937464946397
7.553077251775723,2.735821314771828
7.174422315238452,2.0007035753304465
8.31642996220189,2.8586902868966044
7.221583944702116,1.7087583423400248
5.085968467301844,5.400220786220021
5.679257521290762,3.7506043736057553
5.4735819835004484,4.264127789450072
5.914723984239016,4.777600045221742
4.97873014886937,4.007169520061376
5.033484475698577,4.366306359332557
4.90865830549932,4.326824365666427
4.550561430597627,5.167086751394156
5.534235171600772,4.480501567822306
4.43955486396312,5.010712714701387
5.646978284394192,5.20640317909524
5.622512113535697,6.341706245510036
4.745004524570247,5.530833549447408
4.912164035269762,4.689078558872129
4.078174141779226,6.404764014014823
5.117777035237755,4.37885368088454
4.197178367965479,5.807508559803392
3.2487670254062264,5.325707548362601
5.2952925213628586,4.476426302581927
4.925096542012482,6.193790605876516
6.286015867763863,5.122945913586395
4.975130711320322,4.955671312531151
5.080647674782025,6.156985553506921
4.801544997612345,5.21243881657781
6.34530613033377,4.850914590286346
4.520069917031533,4.573956814612399
4.902223659118454,3.695419457176881
4.9673471412105545,4.461460835301529
4.068432499526795,4.76663722901006
5.1838057468496395,3.7167644103997985
4.628901796572223,4.668764467888955
4.899080889345823,5.29230811815258
4.712520707335914,4.688457099770518
5.769590354477421,4.598094801608541
4.996987276805067,4.744590013830861
4.952438219736373,4.6323168468690366
4.9047002576311405,5.886113047177851
4.881142496129717,5.177101522082608
5.191050384267358,3.7179938829717725
4.60947148548652,4.709513874412714
4.72202491065208,5.096130144107391
4.939247592186497,5.557245703932833
5.77193579622549,4.782516276863973
4.864986013595223,4.640720866183963
6.0173222080625015,4.695071950789157
4.164823872009812,5.701076948753993
4.990510266518159,4.942225967400024
5.049643939931667,4.934939479295886
5.109136180665424,4.768191593384317
5.700024064828595,4.338367766643051
5.380169295915836,5.800277231286368
3.8585569484235274,5.462328699146948
3.9632662320130425,4.43517644263402
5.267834599739894,4.885498200760277
4.441634116419602,4.741822805275872
4.865916817845231,4.736752878371362
5.139577821579433,4.726335358797044
4.919011254900918,4.8297330456290295
5.175469970958356,4.644879488925095
6.055442127476024,4.131247928697263
6.420316461542877,0.8413996499504883
1.6162871409461377,8.985541885270793
6.0642905965958995,0.09197051616629648
1.014715428660321,6.635017691080558
0.05061583846218687,1.6080805141749865
5.487337893665861,6.918951976926932
6.519612595026006,2.242693094605598
7.121792213475358,2.3724908749680007
3.2539969815926773,7.464914051180242
6.496328990472147,8.49223410494178
6.576128923003433,5.683086033354716
0.9367476782809248,3.6771580305943354
2.6520236768172545,2.4398964337908358
9.730105547524456,3.930977246667604
8.920465551771134,6.311386259972629
7.948113035416484,5.026370931051921
5.769038846263591,4.925176938188639
1.952429877980445,7.224521152615053
2.807723624408558,0.2431596643145384
6.454722959071678,1.7711067940704894
9.404585843529143,9.539285770025874
9.148643902204485,3.7015870025544437
0.15456616528867428,9.283185625877254
4.281841483173143,9.666548190436696
9.636199770892528,8.530094554673601
2.944488920695857,3.8509772860192526
8.511366715168569,3.1692200515627764
1.6949274668609249,5.568012624583502
9.36154774160781,6.96029796674973
5.700611700893649,0.9717649377076854
